UID,Col1,Col2,Col3
180,2,2,1
181,2,1,1
182,1,2,1
183,2,1,1
184,1,2,1
185,1,1,1
186,1,1,2
187,1,2,1
188,1,1,1
189,1,2,1
190,1,2,2
191,1,1,2
192,1,2,1
193,2,2,1
194,2,2,2
195,1,1,2
196,1,2,1
197,2,2,1
198,1,2,2
199,1,1,1
200,2,2,2
201,2,2,2
202,1,2,2
203,2,2,2
204,2,1,1
205,1,2,1
206,2,1,1
207,1,2,1
208,2,1,2
209,2,1,1
210,2,1,2
211,2,1,1
212,2,1,1
213,1,1,1
214,2,2,1
215,2,2,2
216,1,1,1
217,1,1,1
218,1,1,1
219,1,2,2
220,2,2,2
221,1,1,2
222,1,1,2
223,1,1,2
224,2,1,1
225,2,1,2
226,2,1,1
227,1,1,2
228,2,1,2
229,1,1,1
230,2,2,1
231,2,2,2
232,1,2,2
233,2,1,1
234,2,1,2
235,2,2,2
236,2,2,2
237,2,2,1
238,1,1,1
239,2,2,2
240,1,1,2
241,1,2,1
242,1,1,2
243,1,2,1
244,1,2,1
245,1,1,1
246,1,1,2
247,1,2,2
248,1,1,2
249,1,2,2
250,2,2,1
251,2,2,2
252,1,2,2
253,2,2,1
254,2,2,1
255,1,1,1
256,2,2,1
257,1,1,1
258,1,1,1
259,2,1,2
260,1,2,2
261,2,2,2
262,2,2,2
263,1,1,2
264,1,2,1
265,2,2,2
266,2,2,1
267,2,2,1
268,1,1,2
269,1,1,1
270,1,2,2
271,2,2,1
272,2,1,1
273,1,2,1
274,1,1,2
275,1,1,1
276,2,1,2
277,2,2,2
278,1,2,1
279,2,2,1
280,1,2,2
281,1,1,2
282,1,1,1
283,1,1,1
284,2,1,1
285,2,2,1
286,2,1,2
287,2,2,1
288,2,2,2
289,2,1,1
290,1,1,1
291,2,2,1
292,1,2,1
293,1,1,1
294,2,1,2
295,1,2,1
296,2,2,2
297,2,1,1
298,2,2,1
299,1,2,2
300,1,1,1
301,1,2,1
302,2,1,2
303,1,1,2
304,1,1,1
305,1,2,2
306,2,1,1
307,1,1,1
308,2,1,1
309,1,1,2
310,1,2,2
311,1,2,1
312,1,2,1
313,2,2,2
314,1,2,1
315,2,2,2
316,2,2,2
317,2,1,2
318,1,1,1
319,1,1,2
320,1,1,1
321,2,2,2
322,1,2,2
323,1,1,1
324,2,1,1
325,1,1,2
326,1,2,2
327,1,2,2
328,2,1,2
329,1,1,2
330,1,1,2
331,1,1,2
332,1,2,2
333,2,1,2
334,1,1,1
335,2,1,2
336,2,1,2
337,1,2,1
338,1,2,2
339,1,2,2
340,1,2,1
341,1,2,1
342,2,1,1
343,1,1,1
344,1,2,1
345,2,1,1
346,1,1,2
347,1,1,2
348,2,1,2
349,2,2,1
350,1,2,2
351,1,2,2
352,1,2,2
353,1,2,1
354,1,2,2
355,1,1,1
356,1,2,1
357,2,2,2
358,2,1,2
359,2,1,1
360,1,2,2
361,2,2,1
362,2,2,1
363,2,2,2
364,2,1,2
365,1,1,2
366,2,2,1
367,2,2,1
368,1,1,1
369,2,1,1
370,2,1,2
371,1,1,1
372,1,2,2
373,2,1,2
374,2,2,2
375,1,1,1
376,1,2,2
377,2,1,1
378,2,1,1
379,1,1,2
380,2,1,1
381,1,1,2
382,2,2,1
383,2,2,1
384,2,2,2
385,1,2,1
386,2,2,1
387,2,2,1
388,2,2,1
389,2,2,2
390,2,2,1
391,2,1,1
392,1,1,1
393,1,1,1
394,1,1,2
395,1,1,1
396,2,1,1
397,1,1,2
398,2,1,2
399,1,1,1
400,1,2,2
401,2,1,2
402,2,1,1
403,1,2,1
404,2,2,1
405,2,2,2
406,1,2,2
407,2,2,2
408,2,1,1
409,2,2,2
410,2,1,2
411,2,1,1
412,1,2,2
413,2,2,1
414,2,1,2
415,1,2,1
416,2,2,1
417,2,1,1
418,1,1,2
419,1,2,1
420,1,2,2
421,2,2,2
422,1,1,1
423,2,2,2
424,1,1,1
425,1,1,1
426,1,2,1
427,2,1,1
428,2,2,2
429,1,2,1
430,1,1,2
431,1,2,2
432,1,2,2
433,2,1,2
434,2,2,1
435,1,2,2
436,2,1,2
437,1,2,2
438,1,1,2
439,2,2,1
440,2,2,1
441,2,1,1
442,2,2,1
443,2,2,1
444,2,2,1
445,2,1,2
446,1,2,2
447,1,2,2
448,2,2,1
449,2,1,1
450,1,2,1
451,2,2,1
452,2,1,2
453,2,1,2
454,1,2,1
455,2,2,2
456,1,1,2
457,1,1,1
458,1,1,1
459,2,2,2
460,1,2,1
461,1,1,2
462,1,2,1
463,2,1,1
464,2,2,1
465,1,1,2
466,1,2,2
467,2,2,1
468,1,1,1
469,1,2,1
470,1,1,2
471,1,1,1
472,2,1,1
473,2,2,2
474,2,2,1
475,1,1,1
476,1,2,2
477,1,1,2
478,1,1,2
479,2,2,2
480,1,1,1
481,1,2,2
482,2,2,1
483,1,2,2
484,2,2,2
485,1,2,1
486,2,2,2
487,1,1,2
488,2,2,2
489,1,1,1
490,2,2,1
491,1,2,2
492,2,2,2
493,2,1,2
494,2,2,1
495,1,1,2
496,1,1,2
497,2,2,1
498,1,1,2
499,2,1,2
500,1,2,1
501,2,1,2
502,1,1,2
503,1,2,2
504,2,1,1
505,2,1,1
506,1,1,1
507,2,1,2
508,2,1,2
509,1,2,2
510,2,2,1
511,1,1,1
512,2,1,2
513,2,2,1
514,1,2,1
515,2,2,1
516,2,1,2
517,2,2,1
518,2,1,1
519,1,1,2
520,1,2,1
521,1,1,2
522,1,2,2
523,2,1,2
524,2,1,1
525,2,1,1
526,2,1,1
527,2,2,2
528,2,1,1
529,2,2,2
530,1,2,2
531,2,2,2
532,1,2,1
533,2,1,2
534,2,2,1
535,1,1,2
536,1,2,1
537,2,2,2
538,1,1,2
539,1,1,1
540,2,1,2
541,1,2,2
542,1,2,1
543,2,2,1
544,1,1,1
545,2,1,1
546,2,1,1
547,2,2,1
548,1,1,1
549,2,2,1
550,2,1,2
551,2,2,1
552,1,2,2
553,1,2,2
554,2,1,2
555,1,2,2
556,2,1,1
557,2,2,2
558,1,2,2
559,2,2,1
560,1,1,1
561,1,2,1
562,1,2,1
563,2,1,2
564,2,1,1
565,2,2,1
566,2,1,2
567,1,2,2
568,1,1,2
569,2,2,1
570,1,1,1
571,2,1,2
572,2,2,2
573,2,2,1
574,2,1,1
575,1,2,2
576,1,2,1
577,2,2,2
578,2,1,1
579,2,1,1
580,2,2,1
581,2,1,2
582,2,1,1
583,2,1,2
584,1,1,2
585,1,2,2
586,1,2,2
587,2,2,1
588,1,2,2
589,2,1,1
590,1,2,2
591,1,2,2
592,1,2,1
593,2,2,2
594,2,1,2
595,1,1,1
596,1,1,1
597,1,1,2
598,1,1,2
599,1,1,2
600,1,1,1
601,2,2,2
602,1,1,1
603,1,1,2
604,2,2,2
605,1,2,1
606,1,1,2
607,1,1,2
608,2,2,2
609,2,1,2
610,1,2,1
611,1,1,1
612,2,2,2
613,2,1,1
614,2,2,1
615,1,1,2
616,2,1,1
617,1,1,2
618,2,1,1
619,2,2,2
620,1,2,2
621,1,2,1
622,2,2,1
623,1,2,2
624,2,1,1
625,2,1,1
626,1,1,1
627,1,2,2
628,1,1,1
629,1,2,1
630,2,1,2
631,1,1,1
632,1,1,1
633,1,1,2
634,1,1,2
635,1,1,1
636,2,1,2
637,2,1,2
638,1,2,2
639,2,2,1
640,2,2,1
641,1,2,2
642,2,1,2
643,2,2,2
644,2,2,2
645,1,2,2
646,2,1,2
647,2,2,2
648,1,1,1
649,2,2,2
650,2,1,2
651,1,1,2
652,2,2,1
653,2,2,1
654,1,1,1
655,2,2,2
656,1,2,1
657,2,1,1
658,1,2,1
659,2,1,2
660,1,2,2
661,2,2,2
662,1,2,2
663,1,1,1
664,1,1,2
665,2,1,2
666,1,2,1
667,1,1,1
668,2,1,2
669,2,2,2
670,2,1,1
671,2,2,1
672,2,1,1
673,1,1,2
674,1,1,1
675,1,2,1
676,1,1,1
677,1,1,1
678,1,2,2
679,2,1,2
680,2,1,1
681,1,2,2
682,1,2,2
683,1,1,2
684,1,2,1
685,1,2,1
686,1,1,2
687,2,2,1
688,1,1,2
689,2,2,2
690,1,2,1
691,1,1,2
692,1,1,2
693,1,1,2
694,2,1,2
695,2,1,1
696,2,1,1
697,1,2,2
698,2,1,2
699,2,2,2
700,1,2,1
701,2,1,1
702,2,2,1
703,2,1,1
704,1,2,2
705,1,1,1
706,1,2,1
707,2,2,2
708,1,2,2
709,2,2,2
710,1,2,2
711,2,2,2
712,1,2,2
713,1,1,1
714,1,1,2
715,2,1,1
716,2,2,2
717,2,2,1
718,1,2,2
719,2,1,2
720,2,2,1
721,2,1,1
722,1,2,2
723,2,2,1
724,1,1,2
725,2,2,2
726,1,1,2
727,2,1,2
728,2,1,2
729,1,1,2
730,1,1,1
731,1,2,2
732,2,2,2
733,1,1,2
734,1,2,2
735,1,1,1
736,2,2,2
737,1,1,1
738,2,2,1
739,1,1,1
740,2,1,1
741,2,2,2
742,1,1,1
743,1,1,2
744,2,2,2
745,2,1,1
746,2,1,1
747,2,1,1
748,1,2,2
749,1,2,1
750,1,1,1
751,1,1,2
752,2,2,2
753,2,1,2
754,2,1,2
755,1,2,2
756,2,2,2
757,2,2,1
758,2,1,1
759,2,1,2
760,2,2,1
761,2,1,1
762,2,1,2
763,1,1,1
764,1,1,1
765,2,1,2
766,1,2,1
767,1,2,2
768,1,2,1
769,2,2,1
770,2,1,1
771,2,1,1
772,1,1,2
773,2,2,2
774,1,2,2
775,1,1,2
776,1,1,2
777,1,1,2
778,1,2,2
779,2,1,2
780,2,2,1
781,2,1,1
782,2,2,2
783,2,2,2
784,2,2,1
785,1,1,2
786,2,1,1
787,1,2,1
788,2,1,2
789,2,2,2
790,1,2,2
791,1,1,1
792,1,1,1
793,1,2,2
794,1,1,1
795,1,2,1
796,1,2,2
797,1,2,1
798,1,1,2
799,2,2,2
800,2,1,1
801,1,1,1
802,1,2,1
803,1,1,1
804,2,1,2
805,2,1,2
806,2,2,1
807,2,2,2
808,1,1,2
809,1,1,2
810,2,2,1
811,1,1,2
812,1,1,1
813,1,2,2
814,2,2,1
815,2,2,1
816,1,2,2
817,1,1,1
818,1,2,1
819,1,1,1
820,1,2,2
821,2,2,2
822,1,1,2
823,1,1,1
824,2,2,2
825,2,1,2
826,2,2,2
827,1,2,2
828,2,1,2
829,2,2,2
830,1,2,1
831,2,1,1
832,2,2,1
833,2,2,1
834,1,2,1
835,1,1,2
836,1,2,1
837,2,2,1
838,1,2,2
839,1,2,1
840,1,1,1
841,2,1,1
842,2,1,2
843,1,2,1
844,2,2,1
845,2,1,2
846,1,2,1
847,1,1,1
848,2,2,2
849,1,1,1
850,2,2,1
851,1,1,1
852,1,2,2
853,2,2,1
854,1,1,2
855,2,2,1
856,1,1,2
857,1,1,1
858,2,2,2
859,2,2,1
860,1,2,2
861,1,2,2
862,1,2,1
863,2,2,2
864,2,2,2
865,1,2,1
866,2,1,1
867,2,2,2
868,2,2,2
869,1,1,1
870,1,1,1
871,1,2,1
872,2,2,1
873,1,1,1
874,2,2,2
875,2,2,2
876,2,2,2
877,2,1,2
878,1,2,1
879,1,1,2
880,1,1,1
881,1,1,1
882,2,2,2
883,2,1,2
884,1,1,2
885,2,1,2
886,1,2,2
887,2,1,2
888,2,1,2
889,2,1,2
890,1,1,1
891,1,2,1
892,2,1,1
893,1,1,2
894,2,2,2
895,1,2,2
896,1,2,1
897,2,2,1
898,1,2,2
899,1,2,2
900,2,1,1
901,2,2,2
902,1,2,1
903,1,1,2
904,2,2,1
905,2,2,2
906,2,2,1
907,1,2,1
908,1,2,2
909,2,2,2
910,1,1,2
911,2,1,1
912,1,2,2
913,1,2,2
914,1,1,1
915,2,2,2
916,1,1,2
917,1,1,1
918,2,2,2
919,2,2,1
920,2,1,2
921,2,1,1
922,1,2,2
923,2,1,1
924,2,2,2
925,1,1,2
926,1,2,1
927,2,1,2
928,1,1,2
929,1,1,1
930,2,2,2
931,1,1,2
932,2,2,2
933,1,1,2
934,2,1,1
935,2,2,2
936,2,2,2
937,2,1,1
938,1,2,2
939,2,2,1
940,2,1,2
941,2,1,2
942,1,1,1
943,1,2,2
944,2,1,2
945,1,2,2
946,2,1,1
947,2,1,2
948,1,1,1
949,1,1,1
950,1,2,1
951,2,1,2
952,1,2,2
953,1,1,1
954,1,2,2
955,1,2,2
956,1,2,2
957,1,1,2
958,2,2,1
959,2,2,2
960,2,1,1
961,1,1,1
962,1,2,2
963,1,1,1
964,2,2,1
965,1,1,1
966,1,1,2
967,1,1,1
968,1,2,1
969,2,2,2
970,2,1,1
971,1,2,1
972,2,2,2
973,2,1,2
974,1,1,1
975,2,2,1
976,2,2,2
977,2,1,2
978,1,1,1
979,2,1,1
980,2,2,2
981,1,2,1
982,2,1,1
983,2,2,1
984,2,2,2
985,2,2,1
986,1,2,1
987,1,1,2
988,1,2,2
989,2,2,1
990,1,1,2
991,1,1,2
992,1,1,1
993,2,1,2
994,2,2,1
995,2,1,2
996,2,2,1
997,1,1,1
998,2,2,2
999,1,1,1
1000,2,1,1
1001,2,1,2
1002,1,1,1
1003,2,1,1
1004,1,2,1
1005,2,2,1
1006,1,2,2
1007,1,1,1
1008,2,2,1
1009,2,1,2
1010,1,1,1
1011,1,2,1
1012,2,1,1
1013,1,1,1
1014,1,1,1
1015,2,2,1
1016,2,2,1
1017,2,2,1
1018,2,1,2
1019,1,1,2
1020,2,1,2
1021,1,1,2
1022,1,1,1
1023,1,2,2
1024,2,1,2
1025,1,2,2
1026,2,1,2
1027,1,2,1
1028,2,1,2
1029,2,1,2
1030,1,2,1
1031,2,1,2
1032,2,1,2
1033,1,2,2
1034,1,1,1
1035,2,2,1
1036,1,2,2
1037,2,1,1
1038,2,1,2
1039,1,2,1
1040,2,1,2
1041,2,1,1
1042,1,1,1
1043,2,2,2
1044,2,2,2
1045,1,2,1
1046,1,1,2
1047,2,2,1
1048,1,1,2
1049,1,1,1
1050,1,1,1
1051,2,2,1
1052,2,1,2
1053,1,1,2
1054,2,2,2
1055,2,1,2
1056,1,1,2
1057,1,2,1
1058,2,1,2
1059,1,2,2
1060,1,1,2
1061,2,2,1
1062,1,1,2
1063,2,2,1
1064,2,2,1
1065,2,2,1
1066,1,1,2
1067,1,1,1
1068,1,2,1
1069,2,1,1
1070,1,2,1
1071,2,1,1
1072,1,2,2
1073,2,1,1
1074,1,1,1
1075,1,1,1
1076,2,1,1
1077,2,2,1
1078,1,2,2
1079,1,2,1
1080,1,1,2
1081,1,1,1
1082,2,1,2
1083,1,2,1
1084,1,1,2
1085,1,1,2
1086,1,1,2
1087,2,2,2
1088,1,2,2
1089,2,2,1
1090,2,1,2
1091,2,1,2
1092,1,2,1
1093,1,2,1
1094,1,2,1
1095,1,1,1
1096,2,1,1
1097,1,1,2
1098,2,2,1
1099,2,1,1
1100,2,2,1
1101,1,2,2
1102,2,1,2
1103,1,2,1
1104,2,2,1
1105,2,1,1
1106,2,1,1
1107,1,1,1
1108,1,1,1
1109,1,2,2
1110,2,1,2
1111,2,1,1
1112,2,1,2
1113,1,1,1
1114,1,2,1
1115,1,1,2
1116,1,1,2
1117,2,1,2
1118,2,2,2
1119,1,2,2
1120,2,2,2
1121,2,2,2
1122,1,2,2
1123,1,1,1
1124,2,2,2
1125,1,1,1
1126,2,1,1
1127,2,2,1
1128,2,2,2
1129,1,1,1
1130,2,2,1
1131,1,2,2
1132,1,2,1
1133,2,2,2
1134,1,2,2
1135,1,2,2
1136,2,2,1
1137,2,2,1
1138,1,1,1
1139,2,2,2
1140,2,1,2
1141,1,1,1
1142,1,1,1
1143,1,1,1
1144,1,2,2
1145,2,1,1
1146,2,2,1
1147,1,2,2
1148,2,2,2
1149,2,2,1
1150,2,2,1
1151,1,1,1
1152,2,1,2
1153,1,2,2
1154,2,2,2
1155,2,1,2
1156,1,1,1
1157,1,2,1
1158,2,1,2
1159,1,2,2
1160,2,1,1
1161,2,2,1
1162,2,1,2
1163,2,2,1
1164,1,1,1
1165,2,1,1
1166,1,1,1
1167,2,2,2
1168,1,1,1
1169,1,2,2
1170,1,1,1
1171,2,1,2
1172,1,1,1
1173,1,1,2
1174,1,1,1
1175,1,1,2
1176,2,2,2
1177,1,2,2
1178,2,2,1
1179,2,1,1
1180,1,1,1
1181,1,1,2
1182,2,1,2
1183,1,2,1
1184,2,2,2
1185,2,1,1
1186,2,2,1
1187,1,2,1
1188,2,1,1
1189,2,2,1
1190,2,2,1
1191,2,1,2
1192,2,2,1
1193,1,2,2
1194,2,1,2
1195,2,1,1
1196,1,2,2
1197,1,1,2
1198,1,1,1
1199,2,2,1
1200,1,1,1
1201,1,1,2
1202,2,2,2
1203,1,1,2
1204,1,2,2
1205,2,2,2
1206,1,1,2
1207,2,1,2
1208,1,1,1
1209,1,2,1
1210,2,2,1
1211,1,2,1
1212,2,2,1
1213,1,2,2
1214,2,1,2
1215,2,1,1
1216,2,1,1
1217,2,2,2
1218,1,1,1
1219,1,1,2
1220,2,2,2
1221,1,1,2
1222,1,1,1
1223,1,2,1
1224,1,1,2
1225,1,2,1
1226,1,2,2
1227,1,2,1
1228,2,2,1
1229,2,2,2
1230,1,2,2
1231,1,1,2
1232,2,1,1
1233,1,1,1
1234,1,2,1
1235,1,2,1
1236,2,1,2
1237,1,2,2
1238,2,2,2
1239,2,2,1
1240,2,2,2
1241,1,1,2
1242,2,1,1
1243,2,2,1
1244,2,1,1
1245,1,2,2
1246,2,1,1
1247,1,1,1
1248,2,2,2
1249,1,1,2
1250,1,2,2
1251,2,2,1
1252,1,1,1
1253,1,1,2
1254,1,1,2
1255,1,1,1
1256,2,1,1
1257,2,1,1
1258,2,2,2
1259,2,1,2
1260,1,1,1
1261,2,2,1
1262,1,2,1
1263,1,1,2
1264,2,1,1
1265,2,1,2
1266,1,2,1
1267,2,2,2
1268,2,1,2
1269,2,2,2
1270,1,2,2
1271,2,1,1
1272,1,1,1
1273,2,1,1
1274,1,1,1
1275,2,1,1
1276,1,1,1
1277,2,2,1
1278,2,2,2
1279,1,2,1
1280,2,2,2
1281,2,2,1
1282,2,1,2
1283,1,2,1
1284,2,2,1
1285,2,2,2
1286,2,2,1
1287,1,2,1
1288,2,2,2
1289,1,2,1
1290,1,2,1
1291,2,2,2
1292,1,2,1
1293,2,2,1
1294,2,2,2
1295,2,1,1
1296,2,1,2
1297,1,1,1
1298,2,1,2
1299,1,2,1
1300,1,2,1
1301,1,1,2
1302,2,1,1
1303,2,2,1
1304,1,1,2
1305,2,2,2
1306,2,2,1
1307,1,2,2
1308,1,1,2
1309,1,2,1
1310,2,1,1
1311,1,1,2
1312,1,2,1
1313,1,1,1
1314,2,1,2
1315,1,2,2
1316,1,1,1
1317,1,1,2
1318,1,1,1
1319,1,1,2
1320,1,1,2
1321,2,1,2
1322,1,1,1
1323,2,1,2
1324,1,2,2
1325,1,2,2
1326,1,2,2
1327,1,2,2
1328,2,1,1
1329,2,2,2
1330,2,2,2
1331,2,1,2
1332,2,1,1
1333,1,1,1
1334,1,1,2
1335,1,1,1
1336,1,2,2
1337,2,1,1
1338,2,1,2
1339,2,2,2
1340,2,1,2
1341,1,2,1
1342,1,1,1
1343,2,2,1
1344,2,1,1
1345,2,1,1
1346,1,1,1
1347,1,1,1
1348,2,2,2
1349,1,1,2
1350,1,2,1
1351,2,1,1
1352,1,1,2
1353,2,2,1
1354,1,1,1
1355,2,2,1
1356,1,2,2
1357,2,2,1
1358,1,2,1
1359,2,2,2
1360,1,1,2
1361,2,2,2
1362,2,2,2
1363,1,1,2
1364,1,1,2
1365,2,2,2
1366,1,1,1
1367,2,2,2
1368,1,1,1
1369,1,1,1
1370,2,2,2
1371,1,2,2
1372,2,1,2
1373,2,2,2
1374,2,2,1
1375,2,2,1
1376,2,2,2
1377,1,1,1
1378,2,2,1
1379,2,1,1
1380,1,2,1
1381,2,2,1
1382,1,1,1
1383,2,1,2
1384,1,2,2
1385,1,1,1
1386,2,2,2
1387,2,1,1
1388,1,2,2
1389,2,2,2
1390,2,1,2
1391,1,2,2
1392,2,1,2
1393,1,1,1
1394,2,1,2
1395,1,1,1
1396,2,2,2
1397,2,1,1
1398,2,2,1
1399,1,1,1
1400,1,1,2
1401,2,1,2
1402,2,1,2
1403,1,2,2
1404,2,1,2
1405,1,1,1
1406,2,1,1
1407,1,1,1
1408,2,1,2
1409,2,2,2
1410,1,2,1
1411,1,1,2
1412,1,2,2
1413,2,1,1
1414,2,1,2
1415,1,2,2
1416,1,1,1
1417,2,2,1
1418,1,2,2
1419,1,2,2
1420,2,2,2
1421,2,2,1
1422,1,2,1
1423,1,1,1
1424,1,1,2
1425,1,2,2
1426,2,2,2
1427,1,2,1
1428,2,1,1
1429,2,1,1
1430,2,2,2
1431,1,2,2
1432,1,2,2
1433,2,1,1
1434,1,1,1
1435,1,1,2
1436,2,2,1
1437,2,2,2
1438,1,1,1
1439,2,1,1
1440,2,1,2
1441,2,2,2
1442,2,1,1
1443,1,1,1
1444,1,2,1
1445,1,2,1
1446,2,1,2
1447,2,1,2
1448,1,1,2
1449,2,2,2
1450,1,2,1
1451,2,1,2
1452,2,1,2
1453,2,2,2
1454,2,2,2
1455,1,1,2
1456,2,1,2
1457,2,1,2
1458,1,1,1
1459,1,1,2
1460,2,1,1
1461,2,2,1
1462,2,2,1
1463,2,2,2
1464,2,1,1
1465,1,2,2
1466,2,1,2
1467,1,2,1
1468,1,2,1
1469,2,2,1
1470,2,2,1
1471,2,2,1
1472,2,1,1
1473,2,1,2
1474,2,1,1
1475,2,1,1
1476,1,2,1
1477,2,1,1
1478,2,2,2
1479,2,1,1
1480,2,1,1
1481,1,2,1
1482,1,2,2
1483,2,2,1
1484,2,1,2
1485,1,2,2
1486,1,2,2
1487,2,2,2
1488,2,1,2
1489,2,2,2
1490,2,1,2
1491,1,1,1
1492,1,2,2
1493,2,2,2
1494,1,1,1
1495,2,1,1
1496,1,2,1
1497,2,1,2
1498,2,1,1
1499,1,1,1
1500,1,1,2
1501,1,2,2
1502,1,2,2
1503,2,2,1
1504,2,2,2
1505,1,1,2
1506,2,2,2
1507,2,2,2
1508,1,1,1
1509,2,1,1
1510,1,2,2
1511,1,2,1
1512,1,2,2
1513,2,1,2
1514,1,1,2
1515,1,1,2
1516,1,1,2
1517,1,1,2
1518,2,2,2
1519,2,1,1
1520,2,1,1
1521,2,2,2
1522,2,1,2
1523,2,2,1
1524,2,2,2
1525,1,2,1
1526,2,2,2
1527,2,1,1
1528,1,2,2
1529,2,2,2
1530,2,1,1
1531,2,2,2
1532,1,1,2
1533,2,2,2
1534,2,1,1
1535,2,1,1
1536,1,2,2
1537,2,2,1
1538,2,1,2
1539,2,1,2
1540,1,1,2
1541,1,1,2
1542,2,2,1
1543,1,2,1
1544,2,2,1
1545,1,1,2
1546,2,2,1
1547,1,2,2
1548,2,1,1
1549,1,1,2
1550,2,1,2
1551,2,1,1
1552,2,2,1
1553,2,2,1
1554,1,1,2
1555,2,1,2
1556,2,2,1
1557,2,2,2
1558,1,1,1
1559,1,2,2
1560,2,1,2
1561,1,1,1
1562,1,1,1
1563,1,1,1
1564,2,2,1
1565,2,1,1
1566,2,2,1
1567,1,2,1
1568,1,1,2
1569,2,2,2
1570,2,2,1
1571,1,1,1
1572,2,1,1
1573,2,2,2
1574,2,2,2
1575,1,2,1
1576,1,2,1
1577,1,1,1
1578,1,2,2
1579,1,2,2
1580,1,1,1
1581,1,2,1
1582,1,1,1
1583,1,2,1
1584,1,2,2
1585,1,2,1
1586,1,1,2
1587,2,1,1
1588,2,1,2
1589,1,1,2
1590,1,2,1
1591,2,2,2
1592,2,2,1
1593,1,1,2
1594,1,2,1
1595,1,1,1
1596,1,2,1
1597,1,2,1
1598,1,1,2
1599,2,2,2
1600,1,2,1
1601,2,2,1
1602,2,1,2
1603,2,1,1
1604,1,1,1
1605,2,2,1
1606,2,2,2
1607,2,2,2
1608,2,2,2
1609,1,2,1
1610,1,2,1
1611,2,1,2
1612,1,2,1
1613,1,2,2
1614,1,1,1
1615,2,1,1
1616,1,2,1
1617,1,1,2
1618,1,1,1
1619,1,1,2
1620,2,2,2
1621,1,1,1
1622,1,2,1
1623,1,1,1
1624,2,2,2
1625,1,2,1
1626,1,2,1
1627,1,2,2
1628,2,1,2
1629,1,2,1
1630,2,2,2
1631,2,2,2
1632,2,2,1
1633,2,2,2
1634,2,2,1
1635,2,1,1
1636,1,1,1
1637,1,1,1
1638,2,1,2
1639,2,1,2
1640,1,1,2
1641,1,1,2
1642,2,2,1
1643,2,2,2
1644,2,1,2
1645,1,2,1
1646,2,2,1
1647,2,1,1
1648,2,1,2
1649,1,1,2
1650,2,2,1
1651,1,1,2
1652,2,2,1
1653,1,2,2
1654,2,2,1
1655,1,1,1
1656,2,1,1
1657,1,2,1
1658,2,1,2
1659,2,2,1
1660,2,1,2
1661,1,2,1
1662,2,2,2
