UID,Col1,Col2,Col3
436,162,3218,4096739356753538048
437,249,437,15553195173765136384
438,195,2150,11848860537942513664
439,56,3450,15141160295309004800
440,81,2688,17577941477982875648
441,216,1083,9873413309415034880
442,150,102,13991604787963551744
443,144,3909,9841283959918323712
444,117,151,868059426592376704
445,225,3614,7429544990367644672
446,5,494,7710854649875507200
447,246,614,6298197807754537984
448,231,3665,15203891314892931072
449,218,3465,8598120485118486528
450,252,903,12218536811339223040
451,14,3394,15318058624931176448
452,101,3633,3025670142877127168
453,192,2387,2762894624846020096
454,66,2470,8648202442788175872
455,85,1941,18281584138318817280
456,86,3498,6803822942028693504
457,27,319,373835789901376704
458,194,3772,11905728219815460864
459,4,3066,7777736792777443328
460,48,1370,8374312793280375808
461,129,1857,4896851947722821632
462,33,506,16929280228436291584
463,8,2813,15825574669486839808
464,192,1669,8906679854054767616
465,236,3381,9778046146383484928
466,40,1507,432567291659182080
467,159,4076,17585433101101053952
468,234,145,16145246231294717952
469,70,3353,13260562855007076352
470,51,1927,8365608771701053440
471,1,2124,11233893535919628288
472,253,1101,12338882851237730304
473,97,2286,4249454645558666752
474,23,1545,17737864694594473984
475,173,1186,25994510554692724
476,165,2198,10449875633515603968
477,143,1286,2269135235378854144
478,74,2882,6654481061525059584
479,6,1854,12217863924367149056
480,201,1031,15576268834648602624
481,67,3198,16985971152374845440
482,64,685,7560071999687084032
483,215,120,5580673557614620672
484,136,1686,11284906302510966784
485,14,2488,8779057178400077824
486,126,170,14743060253037144064
487,75,385,4592421359009336832
488,71,2802,18105918640017016832
489,229,1659,16180918901015609344
490,79,1888,13152554358031724544
491,118,1801,16556144011547422720
492,167,3148,16927531895121061888
493,81,2509,5858182104482903040
494,44,1432,7422044204420361216
495,207,1291,17123123473326080000
496,20,3155,14970885814884528128
497,57,1857,1984687222113648640
498,243,1357,14560033635643754496
499,196,2313,7254232929067887616
500,204,1471,18148035270248159232
501,12,1872,7306639417741998080
502,174,936,11176075266017492992
503,250,1466,6728646107027965952
504,89,2327,17128483563837003776
505,169,1982,15553535180048949248
506,101,1711,1411783859009276928
507,180,2092,927910096636145408
508,188,1184,3929363537651370496
509,156,3989,3765290711961002496
510,233,644,16925020741111121920
511,221,3207,1645169515867545088
512,18,3133,5671935270678038528
513,138,637,1815906238372539648
514,126,2930,2987716156415466496
515,166,1051,15198708887099463680
516,41,1968,18062986549384288256
517,127,1127,4205755673094451200
518,42,3246,10372980419091988480
519,215,1437,7925474183482926080
520,241,1656,8715610453677406208
521,144,3795,16343599816078256128
522,157,1028,3625676827265687552
523,37,367,231035763920437120
524,203,2753,14042796118926747648
525,59,1253,6593163095737535488
526,183,3533,14943628982181019648
527,234,1990,6357690551578226688
528,194,2662,3820074051127414784
529,248,1541,8307500878766457856
530,61,3748,7653913437374118912
531,104,3396,12132271975107903488
532,149,2879,16433682238994960384
533,219,2405,2219539909643180032
534,124,964,18443725821106573312
535,179,3350,4059941819426816512
536,91,672,4865311604790251520
537,137,2978,13284755170364999680
538,160,1107,13737457204686505984
539,221,1504,1994908793199459584
540,234,241,1076196766246108416
541,247,1594,6532001851784876032
542,93,2478,9787122298102142976
543,222,2777,15224449536884019200
544,235,1772,15290210773057323008
545,43,2421,4915574818843301888
546,180,3194,3050376842278580736
547,96,3741,7158234385400251392
548,62,2119,10110955102811484160
549,79,660,5899518372697188352
550,154,3092,9328815961548771328
551,24,925,1666662226371908352
552,234,1885,5574036529946396672
553,149,139,17865716578523596800
554,202,1137,12933031880337004544
555,8,2008,7687411500866131968
556,181,914,10563406017844099072
557,178,3763,12950473988710447104
558,116,1246,12678452060598245376
559,35,818,9954181755166724096
560,175,639,10255197013926864896
561,213,612,17092726076414701568
562,156,159,1450690316589881344
563,76,2382,5899014191948561408
564,123,3733,6222503247685097472
565,73,482,4804843807286365184
566,191,1858,13193113263567329280
567,161,1876,3026216034735888896
568,32,1805,8226882079119371264
569,17,4040,12248602265909020672
570,228,2766,5680607420980592640
571,30,2992,17005557879564660736
572,138,214,14787438826585212928
573,56,910,4447952191650319872
574,134,288,16394636410792820736
575,224,3965,16138632093719386112
576,181,3192,13692391508800692224
577,92,2572,3040905783146872832
578,159,2539,5065558582334004224
579,52,2585,2362372985102073856
580,26,1667,342527912084060928
581,38,398,11490257564273545216
582,45,3434,14253564091314169856
583,75,1187,12412943465510457344
584,116,2189,12638266055787014144
585,144,3578,7549176221713068032
586,145,1939,8262596984468910080
587,9,3263,17486053143820357632
588,5,1377,7214247062791175168
589,19,3324,4357060691742300672
590,83,1030,4763763343753339904
591,188,2110,11254752389560276992
592,20,1244,7863013627134304256
593,30,3150,7632851410746710016
594,67,2039,12655305878949806080
595,117,2597,1368319612606292992
596,40,2783,3466835272468648960
597,113,1633,5043686719575908352
598,41,641,6343807870144652288
599,145,3215,1120267400040729344
600,144,952,11849640316889270272
601,198,2660,728653746783095168
602,164,1582,11217577983670726656
603,40,1742,1450632610364961536
604,175,320,3949958772186930688
605,82,1843,12052156898050197504
606,109,1792,12946873239676821504
607,164,3433,7465745836134477824
608,165,3375,9418173537495541760
609,49,1383,8992200489672739840
610,103,2950,7649921247055098880
611,7,1633,143463162791219920
612,17,2098,4943285981931728896
613,31,1063,17520324087329110016
614,128,488,468199568964388160
615,40,1415,17016306916918192128
616,107,2906,794758139516761216
617,55,1127,12162997595122204672
618,67,1496,11541342003653230592
619,186,284,10693502484472592384
620,226,2418,11537864151111583744
621,44,906,7758901938618976256
622,135,1745,7091058779911271424
623,109,3561,10529282462617841664
624,243,205,12907616038173980672
625,75,236,15553259113785653248
626,212,2376,10608682397908289536
627,41,1958,15274881127356481536
628,42,3058,4352550750550319104
629,231,2436,2821311507618264576
630,187,4053,9248843311130097664
631,88,2538,12896345590364221440
632,253,3574,17292105734444056576
633,111,3375,11654411496117463040
634,169,4014,15407746705857355776
635,164,3078,18231418761296003072
636,60,112,16651689645693304832
637,229,685,14536909746042304512
638,218,3048,8572378727493696512
639,186,3054,591505220310097664
640,208,3998,17227803269044830208
641,188,1787,16319686403235520512
642,120,2711,2625484979841162752
643,41,1258,4835152249941390336
644,86,1559,498024740305454272
645,153,3734,5793942081343672320
646,100,3484,11779611450651346944
647,31,2539,18052783775664683008
648,181,2056,17812890267515420672
649,245,3266,5603301887320549376
650,32,119,4431756068694455296
651,178,2122,8073386028530323456
652,98,732,12866131694880258048
653,177,3326,6514682500865435648
654,120,3648,10660026774633062400
655,133,2181,9333106239812648960
656,142,3682,1346394385604048640
657,189,2578,11459696146549528576
658,122,1980,4521140180491192320
659,41,1414,6312053208468894720
660,177,3826,9113570173871529984
661,183,1797,1315858362503142912
662,201,3504,2659228737479215104
663,86,1315,9564993583643910144
664,188,2015,4230433195955270144
665,96,1173,11071929625676627968
666,188,2589,14247799885049774080
667,1,1035,7192868710638575616
668,207,3449,10339578715281637376
669,68,3304,17302129249941035008
670,169,219,3516969861819148288
671,63,2179,10676356028722196480
672,221,1446,6956702411547619328
673,54,2856,5113725240715872256
674,125,3785,2518530171006801408
675,253,2567,10770710605668913152
676,121,963,17580619704254740480
677,242,280,11122233960996988928
678,157,3336,4083878750547005952
679,186,532,163490976743505440
680,17,931,1866421205141421312
681,235,1191,11649774400361764864
682,58,689,11527792184448466944
683,69,1783,14091338514381432832
684,80,2958,6475506532595222528
685,195,3892,15541769004873521152
686,21,1490,1217776097694778368
687,159,1453,1358943036759563008
688,219,2456,8866178406329944064
689,60,3067,7027344700204568576
690,243,2647,2389350577035700224
691,182,3748,14820163677787918336
692,235,241,14736035381146824704
693,90,166,498619667015336384
694,47,886,16027532185603135488
695,177,587,11828601116968314880
696,108,2134,15487492563226867712
697,228,650,1499851427927312384
698,5,2295,17149374213146724352
699,159,2317,8539158008753104896
700,81,119,115046588545491904
701,215,3968,13443589433391925248
702,116,1270,13093557278558693376
703,145,2007,1169907653378373888
704,226,3789,3763537484198211584
705,206,3530,1763818663277085952
706,197,2148,10288811587337379840
707,162,3238,11823084818999855104
708,187,1373,8393805866988178432
709,125,904,17735077686956275712
710,21,3392,14669191086045761536
711,196,2550,6488300741136451584
712,86,1656,4740038888917275648
713,23,3512,9184941471611821056
714,56,379,2522975730307142144
715,241,1144,9303829640104099840
716,108,1577,15174585838231777280
717,51,1935,7633877707346707456
718,29,3834,4485059359135969280
719,218,2443,17963574821139785728
720,229,220,7587371640614885376
721,137,1911,10036945792170348544
722,146,1681,6606542127899238400
723,4,1286,4823042544820419584
724,224,1334,18260455570873989120
725,150,1771,7305347796915360768
726,218,1778,5236089326473711616
727,71,3724,8795844752674968576
728,197,3528,3519067204269203456
729,239,241,18418889414422093824
730,192,430,8256753442826378240
731,118,533,15629182044290265088
732,45,888,5776794513113802752
733,98,33,495666147896611264
734,82,3288,11205010001512259584
735,196,2175,7412750263895146496
736,172,613,2414746708532911616
737,230,1553,14867089931958384640
738,226,1353,3779008829262271488
739,54,2450,11814631761736183808
740,127,2111,8381626356367494144
741,114,1498,16405734781636909056
742,145,1223,4329009776395998720
743,118,2884,14681313785588275200
744,82,3986,6727287465415699456
745,251,3657,9534518150339158016
746,49,3427,4435546354194429952
747,90,893,801221744925873664
748,181,1436,2451157488605425152
749,15,1826,2911927918143102464
750,132,1569,4329250460710437376
751,224,3538,6097428626246673408
752,228,3209,15140284251385831424
753,132,692,7752162396732410880
754,3,2859,16544394526766239744
755,73,1922,15654858966912032768
756,240,1999,5023473161742729216
757,34,798,325227661292746560
758,150,792,13475468848336850944
759,97,3537,17194852353518221312
760,29,1034,7973141323321475072
761,82,3016,1366883889551990784
762,255,2973,14909143913792090112
763,16,1653,2014384358412671744
764,198,3435,14374317595501389824
765,247,2565,16738833524958947328
766,208,3210,11610140107578376192
767,69,1159,15539231332448045056
768,34,921,15565537356756774912
769,17,3899,2520408638693644288
770,22,2415,15348283191155550208
771,74,339,1525182501895592704
772,50,589,14770237685931442176
773,123,3133,7722836090637230080
774,1,3026,2227863294611697664
775,72,3350,3896213867432944640
776,159,2626,4869969018320510976
777,204,1311,4517990297798465536
778,131,3040,5808168874271575040
779,146,740,3564028535381895168
780,71,2479,16498487971680188416
781,66,3647,9967318282640074752
782,49,1387,12796544390787028992
783,169,2256,9704698946206015488
784,133,1128,4953697250368650240
785,234,1252,9481832688170520576
786,26,2160,10245310064516820992
787,114,2641,7711504853568266240
788,79,2858,13673187664645109760
789,41,3406,9297336556189407232
790,15,3148,5622951501303689216
791,1,3208,5761350714273755136
792,87,72,17519492046354317312
793,81,2441,12032887790687911936
794,222,2691,10396033221782812672
795,158,1976,14454580074732111872
796,248,1835,10797717383954843648
797,40,2864,10019703481038993408
798,248,2718,10977316419582449664
799,208,2145,13459131995143024640
800,120,1451,5681152716136297472
801,30,4047,12918263924223926272
802,48,2069,8732890660361232384
803,125,389,8380814408555803648
804,88,1176,10978052561317769216
805,167,847,4898918643474429952
806,16,2961,14981313183915233280
807,170,2647,11563064059723374592
808,201,3296,10805665315698282496
809,207,2260,14599036527852695552
810,82,2436,9258902010282113024
811,75,550,10429297820387389440
812,23,1922,678468995553204224
813,176,3552,4978488187052588032
814,125,3712,8510760838199846912
815,148,1727,4657748629617314816
816,167,1735,4821486782060619776
817,4,3938,3129549062816813568
818,204,2597,4795773546287807488
819,199,2215,12752612702478766080
820,20,2966,13298077573680029696
821,227,4020,13691504595264688128
822,205,336,7245312352656877568
823,234,3436,17679878149256183808
824,88,817,15428726531761176576
825,183,3878,13564651402681270272
826,93,2328,16315684456547663872
827,201,3809,12332549809631938560
828,170,3777,6399752514417065984
829,171,3917,927895570433928448
830,91,2951,290600591310517248
831,230,3246,16946516941612083200
832,239,3611,12761056199072933888
833,139,488,13513653556945457152
834,229,2182,6855015856576689152
835,5,2108,18088836418907762688
836,206,1232,14068679839451910144
837,61,2631,7590275522848312320
838,168,2009,18012510015068502016
839,218,1690,4268426724230841856
840,174,3401,11791404431833214976
841,17,3828,12886430320203704320
842,36,3478,10463810145452861440
843,203,2906,903229228802618240
844,254,406,8945410840425104384
845,92,1308,5863141087937046528
846,225,3526,17047614097018165248
847,216,2748,3875344158683122688
848,175,2646,15782507840153667584
849,228,246,18193328258796142592
850,76,1557,12888677483881734144
851,232,3459,7250315774805500928
852,176,816,6808739235785472000
853,25,796,2224328316925502208
854,186,1075,18232920199917045760
855,233,2014,14628234471546130432
856,120,1876,13489712746551584768
857,90,2340,1098333865126339712
858,193,2538,2001228972667210752
859,115,3025,4333028380172500992
860,239,1224,3283232134598972928
861,158,2605,17442456316196253696
862,159,1669,8284653150442066944
863,98,3815,4239082602083117056
864,243,3053,17362715932335265792
865,24,2019,14452445548375314432
866,63,1618,14816154376627148800
867,112,2255,14646670917378605056
868,227,1285,3354414231376869376
869,159,2736,1278498223295985920
870,37,2941,8803788312230524928
871,246,1571,1505396191197729792
872,13,1384,16269654107504146432
873,74,1803,14637175783842717696
874,133,178,3016340160794720768
875,42,3409,12427994262869356544
876,226,4024,6293143196677571584
877,194,1361,15707776536576546816
878,73,3610,101562372006557824
879,18,85,10411858236449763328
880,239,2034,13236511800697800704
881,109,1518,16832628089561866240
882,253,2016,5626898831221368832
883,95,2153,2197716738926179072
884,161,2848,6626476233370047488
885,234,2306,9561822373417611264
886,235,1688,15095632799784427520
887,9,1996,1178537285105433856
888,242,1900,8591969735469910016
889,212,3062,17222138459818276864
890,230,1237,15229500347979853824
891,34,2940,11431775495622858752
892,121,1193,18038911518362869760
893,59,3655,8833172490042443776
894,241,3230,9061978534712148992
895,240,2755,3016436439621805056
896,89,16,437909998732876096
897,89,1342,8480312816680708096
898,241,2084,10092496281169537024
899,159,2697,13885495513674338304
900,87,1620,17202508290250225664
901,255,3799,9307579979194499072
902,103,1350,14323624026316427264
903,133,1074,3790049780037921280
904,174,552,420797021172865408
905,118,225,3382457175985191936
906,106,2983,1188845021214440704
907,131,3666,9730064207801051136
908,206,3849,16241246666684993536
909,100,1226,9227393365711972352
910,90,3456,4063087224780965888
911,131,2916,7996127449444430848
912,6,1325,14357023422052345856
913,175,460,7378129129749914624
914,125,420,6023414033387813888
915,251,16,17882024109864345600
916,128,670,2327931710825502208
917,140,3545,14397738708677238784
918,236,21,11574692407621654528
919,6,2191,16485597150674765824
920,57,2447,2664165992202061824
921,204,1304,1587967584336882176
922,130,3345,3613297614955385856
923,196,696,940561467032296064
924,189,2416,14038035710309431296
925,135,635,10513747784085467136
926,238,1278,12946566569627641856
927,223,2466,10229988670013585408
928,43,4086,841760896842508544
929,19,1569,4064424274987890688
930,24,800,18403513100833005568
931,11,2028,11487443928404078592
932,122,308,7914591727919700992
933,81,141,16525135232336580608
934,134,1154,15558378944750923776
935,182,3664,15023913910564306944
936,169,3394,8322583705586508800
937,156,1476,14395728010744940544
938,239,366,10446092346046066688
939,210,3018,11920663119896489984
940,73,2209,11307591721955405824
941,164,166,4527405338666021888
942,97,152,17328714347736451072
943,129,1023,5114518567900470272
944,171,3884,15631556117607565312
945,163,2509,12315352105793734656
946,186,151,11543434809696751616
947,97,2240,15299612657920352256
948,69,835,13395400748711016448
